time,x1,x2,x3,x4
1.507537688442211099e+01,1.041865786115839659e-01,1.080429695735408480e+00,4.974712228474083980e-02,1.601375354442543324e-05
1.517587939698492505e+01,1.044159705439409447e-01,1.049961587364500293e+00,4.780738798914736798e-02,1.472308112544240419e-05
1.527638190954773911e+01,1.049382017013087420e-01,1.020437978605200691e+00,4.594502980648393353e-02,1.354909191662815319e-05
1.537688442211055317e+01,1.057482907436073927e-01,9.918606295030694131e-01,4.415818235884754611e-02,1.248030909214377719e-05
1.547738693467336724e+01,1.068433970389794929e-01,9.642282875080824267e-01,4.244489471032662081e-02,1.150646107502448371e-05
1.557788944723618130e+01,1.082226806467326691e-01,9.375372396877204029e-01,4.080315689749326041e-02,1.061835063736195182e-05
1.567839195979899536e+01,1.098871858567337795e-01,9.117817959595823085e-01,3.923092242588291367e-02,9.807738013905082511e-06
1.577889447236180942e+01,1.118397453390227864e-01,8.869547129614409053e-01,3.772612730769442368e-02,9.067236699060704752e-06
1.587939698492462348e+01,1.140849022258308004e-01,8.630475670357036222e-01,3.628670613841721015e-02,8.390220666683330223e-06
1.597989949748743754e+01,1.166288476781085354e-01,8.400510838003123482e-01,3.491060564264935467e-02,7.770741836723706348e-06
1.608040201005025338e+01,1.194793716766178737e-01,8.179554309016873193e-01,3.359579606094866694e-02,7.203456704912214044e-06
1.618090452261306567e+01,1.226458249216432067e-01,7.967504797881007628e-01,3.234028069912470160e-02,6.683561145759658778e-06
1.628140703517588150e+01,1.261390898242552572e-01,7.764260416937831533e-01,3.114210391796197810e-02,6.206732491625237822e-06
1.638190954773869379e+01,1.299715586248371413e-01,7.569720824754400113e-01,2.999935780408128846e-02,5.769078079076548227e-06
1.648241206030150963e+01,1.341571166801946158e-01,7.383789204841703091e-01,2.891018773069055706e-02,5.367089536833109403e-06
1.658291457286432191e+01,1.387111289175321782e-01,7.206374112787689024e-01,2.787279698964744909e-02,4.997602166485763058e-06
1.668341708542713775e+01,1.436504273598509240e-01,7.037391226833442648e-01,2.688545065291744751e-02,4.657758837612240684e-06
1.678391959798995003e+01,1.489932974801411181e-01,6.876765034567317025e-01,2.594647880162304077e-02,4.344977882876237724e-06
1.688442211055276587e+01,1.547594609375930463e-01,6.724430486675581076e-01,2.505427924395070560e-02,4.056924536410445197e-06
1.698492462311557816e+01,1.609700519835045029e-01,6.580334647524362923e-01,2.420731982879957903e-02,3.791485510583311982e-06
1.708542713567839400e+01,1.676475844924129321e-01,6.444438371715006664e-01,2.340414044983652603e-02,3.546746352539917720e-06
1.718592964824120628e+01,1.748159061690680860e-01,6.316718035620263461e-01,2.264335482424243221e-02,3.320971263133682227e-06
1.728643216080402212e+01,1.825001359973368320e-01,6.197167353239895204e-01,2.192365212158182280e-02,3.112585097473633404e-06
1.738693467336683440e+01,1.907265804254033303e-01,6.085799306482173598e-01,2.124379851062681637e-02,2.920157298742531432e-06
1.748743718592965024e+01,1.995226231147693430e-01,5.982648221147469636e-01,2.060263868533294962e-02,2.742387545609096545e-06
1.758793969849246253e+01,2.089165823104950637e-01,5.887772021421339153e-01,1.999909742522659739e-02,2.578092918854238520e-06
1.768844221105527836e+01,2.189375290093960591e-01,5.801254697518896108e-01,1.943218123991663146e-02,2.426196415112366940e-06
1.778894472361809065e+01,2.296150581052838757e-01,5.723209023180454436e-01,1.890098014196052792e-02,2.285716655221702772e-06
1.788944723618090649e+01,2.409790035724018176e-01,5.653779561881816518e-01,1.840466958650536361e-02,2.155758651871380279e-06
1.798994974874371877e+01,2.530590875236097270e-01,5.593146002706521625e-01,1.794251260960784758e-02,2.035505516154742683e-06
1.809045226130653461e+01,2.658844915498957961e-01,5.541526868738348988e-01,1.751386218872883968e-02,1.924210996683529128e-06
